INTPTLAT,INTPTLONG
40.339394,-88.761088
40.396868,-90.155506
40.646936,-88.784621
39.879504,-91.106678
42.286115,-87.964209
41.957602,-88.471974
40.176297,-91.378143
41.148658,-87.95596
40.150688,-89.371916
42.196518,-87.917737
42.00543,-87.732959
42.417147,-88.026434
41.479382,-88.461014
41.792111,-88.087705
39.175465,-89.661419
40.234,-90.622315
41.010834,-90.746348
40.389902,-90.00193
38.968437,-89.764607
39.674114,-89.847382
41.587373,-88.030349
40.51676,-88.075496
40.678897,-91.076213
41.873844,-88.015491
40.710609,-90.266118
39.805236,-88.84741
42.195026,-88.010941
42.372117,-88.127342
41.005274,-88.893039
39.885918,-88.06621
40.152591,-91.221571
41.12517,-89.066822
41.911952,-89.368492
38.769317,-88.506672
42.337843,-88.998649
39.714382,-88.631785
40.386619,-88.125864
41.717523,-89.923974
39.685711,-90.345951
41.522701,-87.551136
41.812184,-87.818589
37.312582,-89.43156
41.798265,-87.841592
42.368629,-88.296858
38.054253,-88.703364
42.339504,-88.29301
42.367658,-89.024544
40.533917,-89.355461
40.315517,-89.170312
38.090269,-88.538611
41.177412,-89.209888
40.470149,-90.683114
39.711333,-88.996466
38.716339,-90.18086
38.229728,-90.231012
41.113985,-89.195768
40.190133,-88.389515
37.620344,-89.23714
41.424905,-89.369826
41.929518,-88.871341
39.542313,-90.330299
41.420153,-87.98072
40.420608,-89.780882
41.455302,-89.668521
40.212039,-88.508744
41.25129,-87.84386
41.91721,-88.607162
40.573115,-89.724252
40.798032,-90.163176
42.24655,-88.597545
40.49945,-90.393016
38.787342,-89.778154
37.716419,-88.927354
38.249667,-89.771413
41.262332,-89.255338
41.600036,-87.690455
40.036371,-88.956275
40.618258,-89.604757
41.352165,-88.693197
39.396801,-87.692371
39.338421,-87.880862
40.915283,-87.726506
38.72853,-89.966092
38.518123,-89.800042
38.954328,-88.627068
40.202192,-89.697093
41.259149,-90.605856
41.508871,-87.746044
39.477833,-88.362225
38.035359,-88.045721
41.879782,-87.844179
41.241461,-88.423101
39.798443,-89.41307
40.769449,-90.832651
39.17652,-90.141388
41.902898,-87.864306
40.571327,-88.246806
40.089358,-91.285819
41.556655,-89.100507
42.474683,-90.542894
39.831496,-90.557239
41.681117,-87.701212
40.796,-89.368583
39.799754,-87.809438
37.149574,-88.687277
42.243369,-87.921418
40.100945,-89.591199
41.625428,-87.724233
41.435497,-90.562658
40.625274,-87.690125
41.60502,-88.544891
37.340904,-89.253148
41.963665,-89.774695
41.560474,-88.604139
38.249445,-88.345559
38.459367,-90.082528
39.564547,-90.650116
41.384347,-89.838777
40.433592,-89.314405
40.910359,-89.038144
41.447612,-88.284155
38.763159,-90.081307
39.478863,-89.980332
41.529863,-87.87771
41.482333,-90.493407
41.163576,-87.663504
41.41727,-87.750403
40.914462,-90.641409
42.100118,-88.994658
41.721048,-88.358486
40.033545,-88.574111
39.165951,-88.377634
41.374592,-88.429871
41.807679,-89.961743
39.421668,-89.459007
40.61373,-89.4668
42.042321,-87.789012
37.085676,-89.163005
37.116193,-89.202885
40.006596,-90.873729
39.765376,-89.25927
38.419047,-87.769792
42.094787,-89.976908
39.097292,-89.833673
38.514552,-88.232307
42.048779,-89.429622
39.072656,-89.727885
42.065381,-87.937503
40.010094,-89.283787
39.985353,-90.764114
38.314205,-88.91747
39.783993,-88.885007
39.624671,-89.021984
37.766811,-88.513894
38.925181,-89.261935
37.974003,-89.108498
40.116053,-87.842964
42.269077,-88.00916
37.768386,-89.332407
39.581888,-90.251682
41.749173,-88.162019
41.332074,-88.87826
39.753456,-90.606908
38.343478,-89.39088
38.175975,-88.966213
40.544534,-91.382815
39.442062,-90.788169
41.795923,-89.603996
39.321908,-88.45001
41.296813,-89.789469
41.536594,-88.580562
38.318935,-89.873618
38.536765,-89.707193
41.51119,-89.718402
39.725924,-89.913453
41.17036,-90.9998
37.578246,-88.773647
39.637343,-91.098246
38.968947,-89.661723
37.256384,-89.018628
37.898529,-88.126753
40.183443,-89.583046
41.510022,-87.970002
39.797082,-87.987637
42.180319,-89.059217
38.438475,-89.370477
39.707611,-90.847841
38.987251,-88.164376
39.854369,-89.164871
42.027865,-87.809964
39.399506,-89.807736
38.698247,-88.218274
39.300083,-89.285164
42.456483,-89.94591
40.521327,-88.988738
41.963738,-87.823195
40.625778,-90.031987
37.978636,-88.327778
41.808736,-88.341981
42.206923,-88.128884
42.128745,-87.835162
42.316696,-87.859201
37.991159,-89.063935
42.102968,-87.777376
41.090378,-90.474821
41.914316,-87.905471
40.608358,-89.624183
41.846142,-87.826283
41.353621,-89.019605
40.707478,-89.700447
41.836558,-87.953278
41.853707,-87.968221
38.264737,-89.503678
40.100906,-89.96526
41.607084,-87.753518
41.411973,-90.574174
39.657841,-88.026791
41.713436,-87.75256
41.887164,-87.78994
40.963728,-90.128823
40.110126,-87.776925
42.248258,-88.240044
39.002301,-87.910526
39.286306,-89.10661
41.002008,-88.52179
38.615871,-89.054089
38.599987,-89.915474
40.115108,-87.9563
41.295963,-89.069283
41.555958,-89.460529
39.34337,-89.219138
38.434553,-89.548073
42.433133,-87.9822
38.892728,-89.57204
37.696908,-88.139734
37.183658,-89.349516
39.941408,-87.637943
37.182358,-89.083976
38.728108,-88.084219
41.521996,-87.691648
37.889747,-88.306413
40.715656,-88.006408
41.072183,-90.224704
38.258245,-88.789815
40.937519,-90.949509
42.466428,-89.646175
39.936882,-88.86945
42.012703,-89.335773
37.917551,-88.978331
41.351421,-90.376517
41.591174,-87.84154
41.608145,-87.85929
41.68322,-88.338849
41.353379,-88.83185
39.050787,-90.398445
39.481426,-89.194865
38.35943,-90.046929
42.118014,-88.042796
39.001637,-87.612623
39.458677,-89.407923
39.434497,-89.995913
41.663439,-87.796044
41.700681,-87.825297
41.669641,-87.856389
39.381953,-89.122586
39.029261,-89.52441
40.782847,-89.020252
40.967342,-87.716095
39.615027,-87.68903
42.353666,-87.892381
38.589126,-88.056836
41.481747,-87.686801
42.011762,-87.843434
38.753989,-89.095798
39.593581,-89.582539
41.687519,-88.980865
40.456293,-88.103399
39.817058,-91.24439
39.462718,-90.619657
42.266179,-89.827185
42.309006,-89.358626
40.567527,-89.6249
40.3047,-87.944307
40.751516,-89.61736
40.746696,-89.570031
41.331512,-87.79298
38.014674,-89.618105
39.782276,-90.747028
41.357906,-89.139123
39.911236,-88.276881
40.014288,-89.845331
38.142851,-88.018118
40.003333,-88.156388
41.611781,-87.630852
38.772976,-89.598228
38.084277,-89.374834
42.085774,-88.436254
40.756013,-88.188743
42.403037,-88.210887
37.776593,-88.850213
39.637442,-90.761412
41.630546,-88.245054
39.784774,-91.181709
41.678742,-88.537209
41.534535,-88.38397
39.44323,-90.872883
39.874568,-89.918685
40.292121,-90.916303
38.824389,-89.53876
41.984689,-89.578788
40.887557,-88.641846
38.761321,-90.022958
40.628606,-91.210663
42.351082,-88.84378
42.244208,-88.195134
41.616562,-90.327309
41.629067,-87.685843
40.306741,-87.797601
40.621025,-90.464906
38.081708,-90.097565
42.273833,-88.269885
41.785961,-88.42399
41.494341,-88.075627
41.380882,-89.464766
40.935024,-89.754671
41.670325,-89.935153
42.103185,-87.924838
37.220853,-89.206564
39.933675,-91.379304
38.279825,-89.192125
37.824449,-88.531203
39.144244,-89.110493
40.464391,-87.895913
41.158562,-88.654186
40.30256,-88.15488
41.578737,-90.339373
40.695834,-90.825047
39.319744,-89.575077
38.207482,-90.002389
41.098275,-88.248675
39.644831,-87.86145
38.491905,-89.869049
41.331901,-90.672145
42.463924,-88.308731
41.480679,-87.735603
38.37581,-89.180483
39.895722,-87.651961
37.797884,-88.260616
42.297338,-89.477256
42.397505,-88.303206
41.109308,-90.398841
40.025188,-90.637957
41.642695,-87.63564
41.894875,-87.819064
41.924277,-87.837931
41.830956,-87.815854
39.846145,-89.536364
42.172903,-87.894862
40.797832,-89.201813
41.643124,-87.708103
40.614731,-88.184365
39.008567,-87.73344
41.919778,-89.062264
39.754544,-89.532357
39.269275,-90.206552
42.41317,-89.47092
41.505805,-88.118066
41.772066,-89.694213
42.259703,-89.063601
41.470163,-90.583113
41.517013,-90.539769
42.451356,-89.063927
37.837063,-89.691776
42.074909,-88.025363
40.874254,-89.511464
41.637536,-88.095035
39.484053,-90.374035
42.42557,-89.009467
39.104302,-88.149888
41.980229,-88.085863
41.988977,-87.871739
40.730756,-90.663892
38.887788,-90.073246
37.425261,-88.353247
40.381482,-87.669923
42.343181,-88.102099
42.382409,-88.080689
42.38461,-88.105893
42.340665,-88.081179
38.821582,-90.045848
40.193134,-87.972251
39.113283,-89.958537
37.877644,-89.113572
38.130604,-90.000327
40.119966,-90.566548
38.819776,-87.53001
40.983794,-89.041327
39.966891,-88.345145
38.764425,-88.360024
41.023421,-87.719882
40.721204,-90.40692
41.918939,-88.311434
40.492038,-90.051971
39.023724,-88.850905
38.930045,-88.027748
38.591913,-87.647546
38.718935,-89.768058
38.034854,-89.238563
40.114713,-88.03562
38.363067,-89.718104
38.867559,-88.850386
38.682616,-89.553607
38.627727,-88.957592
41.030987,-87.85843
38.612014,-89.119317
41.650067,-88.619021
40.305983,-89.604041
38.591998,-90.163094
41.490094,-87.570624
40.892363,-88.405989
42.093844,-90.139068
40.060246,-88.254993
39.081894,-89.8045
40.428122,-88.526162
42.474832,-90.252627
42.029007,-88.083656
41.958626,-87.869317
39.163238,-89.460882
40.562428,-90.748036
38.542973,-89.852125
39.477713,-90.103786
41.102323,-90.799113
41.367107,-89.274818
40.741779,-89.135004
41.286602,-88.627812
38.090336,-89.050813
40.106728,-88.427158
41.764305,-88.882179
42.152437,-89.740138
37.717044,-88.186284
41.35717,-89.737192
39.40948,-88.800038
40.771008,-87.565784
41.528347,-88.679554
39.8892,-89.604593
41.310153,-90.497077
38.552025,-89.915139
39.119488,-90.045189
41.517527,-88.215155
39.183431,-88.653209
40.587623,-88.378217
39.909721,-87.823604
40.0254,-88.072196
39.225473,-88.494659
41.497582,-90.410119
37.467445,-88.757879
38.361501,-88.535343
42.03597,-87.739994
42.090287,-88.313712
38.894565,-89.340002
40.474427,-90.29488
38.414308,-89.990084
41.634747,-88.687476
39.000098,-89.572788
42.088992,-88.157184
42.484838,-89.027435
41.483406,-87.637201
41.98946,-88.312618
39.756022,-89.651114
41.598163,-87.602659
39.699237,-90.223919
40.495899,-89.652469
38.820837,-90.065079
41.174408,-88.281328
41.029609,-89.44118
38.137655,-89.72782
39.866168,-89.545859
37.762133,-88.917934
40.817254,-89.531924
38.178698,-88.354739
39.720651,-89.705895
42.450736,-88.24017
41.322937,-89.183353
41.255498,-89.181746
39.350198,-89.78385
40.431801,-89.220841
39.011668,-89.790737
38.008405,-89.662406
41.472225,-87.618358
41.799668,-89.69515
41.847803,-89.019994
39.263979,-88.630123
41.817025,-87.7737
42.10411,-89.179978
42.352002,-90.00076
37.621542,-88.704066
41.903236,-87.880701
39.638517,-89.192044
38.996677,-87.83328
39.349686,-88.621218
40.653692,-88.399896
42.020586,-88.177771
41.123703,-88.82934
40.746363,-90.909315
41.643701,-89.23118
41.777407,-88.446525
39.595656,-88.608809
38.595526,-89.7496
41.788452,-87.813921
38.715486,-87.866656
41.123409,-87.733299
38.55178,-89.987507
41.994356,-88.681627
41.328004,-88.054042
40.365034,-90.425239
39.945725,-89.93661
38.136342,-89.229266
37.241541,-89.271329
41.630664,-89.78541
39.130764,-89.495067
39.532393,-89.329242
40.411218,-90.836061
39.131426,-88.481944
40.673447,-88.113289
39.540366,-89.757927
37.212416,-89.450657
42.39373,-90.324986
42.369763,-88.009092
40.243929,-88.187684
37.911304,-88.765018
41.97272,-90.111762
41.574149,-87.6193
38.212024,-89.683675
40.094736,-87.639042
42.335707,-88.86607
39.561128,-90.723366
41.568579,-87.804217
41.29268,-89.508439
39.272387,-88.241628
39.991251,-88.262482
41.004431,-89.133879
41.21587,-89.069956
40.330362,-89.930612
41.093372,-89.863178
39.588244,-89.448566
40.563277,-88.900704
39.386774,-88.959249
42.227844,-88.15524
40.524851,-89.490607
38.607031,-89.680524
42.196029,-88.251203
38.730519,-89.891706
41.465701,-89.081542
39.798248,-88.275285
40.479323,-89.101516
37.280226,-89.175797
42.231429,-88.544689
41.108429,-88.146178
41.443818,-87.710988
40.110126,-88.197323
40.074157,-91.372758
38.017971,-89.043689
39.70721,-90.649398
38.305917,-90.298337
38.974564,-89.110695
41.035246,-89.224316
38.396611,-89.64581
42.405044,-88.050163
38.671997,-90.169316
37.901933,-89.340158
39.580029,-87.587742
40.295715,-90.429018
38.801401,-89.089586
42.234407,-87.961064
41.215682,-88.504904
